,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
27899,36,management,married,university.degree,no,no,no,cellular,mar,thu,709,2,999,0,-1.8,92.843,-50.0,1.538,5099.1,1
35837,26,technician,single,university.degree,no,no,no,cellular,may,fri,199,1,999,1,-1.8,92.893,-46.2,1.259,5099.1,1
38319,33,admin.,single,university.degree,no,yes,no,telephone,oct,thu,166,3,6,2,-3.4,92.431,-26.9,0.74,5017.5,1
38350,28,management,single,university.degree,no,no,no,cellular,oct,fri,324,1,999,1,-3.4,92.431,-26.9,0.739,5017.5,1
39533,44,management,married,unknown,no,no,no,telephone,apr,tue,473,2,999,1,-1.8,93.749,-34.6,0.646,5008.7,1
16516,25,blue-collar,single,basic.9y,unknown,no,no,telephone,jul,wed,173,4,999,0,1.4,93.918,-42.7,4.963,5228.1,0
5185,30,services,single,high.school,unknown,no,no,telephone,may,fri,156,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0
23993,60,admin.,married,university.degree,no,no,no,cellular,aug,fri,515,3,999,0,1.4,93.444,-36.1,4.963,5228.1,0
6629,25,unemployed,single,high.school,unknown,no,no,telephone,may,wed,694,2,999,0,1.1,93.994,-36.4,4.857,5191.0,1
18595,39,technician,married,high.school,no,no,no,cellular,jul,thu,266,9,999,0,1.4,93.918,-42.7,4.968,5228.1,0
16205,40,blue-collar,married,high.school,no,no,no,cellular,jul,tue,405,2,999,0,1.4,93.918,-42.7,4.961,5228.1,0
26205,44,admin.,single,professional.course,no,no,no,cellular,nov,thu,48,3,999,0,-0.1,93.2,-42.0,4.076,5195.8,0
40241,31,student,single,university.degree,no,yes,yes,cellular,jul,fri,350,2,999,0,-1.7,94.215,-40.3,0.885,4991.6,1
39256,38,housemaid,single,high.school,no,yes,no,cellular,mar,fri,422,1,10,1,-1.8,93.369,-34.8,0.649,5008.7,1
21141,31,technician,single,university.degree,no,no,no,cellular,aug,mon,230,4,999,0,1.4,93.444,-36.1,4.963,5228.1,0
30904,29,admin.,single,university.degree,no,no,no,cellular,may,tue,206,1,999,1,-1.8,92.893,-46.2,1.344,5099.1,0
26877,56,services,married,high.school,no,no,no,telephone,nov,thu,871,3,999,0,-0.1,93.2,-42.0,4.076,5195.8,1
41049,21,student,single,high.school,no,no,no,cellular,oct,tue,701,2,999,0,-1.1,94.601,-49.5,1.037,4963.6,1
38478,26,admin.,married,high.school,no,yes,no,cellular,oct,mon,703,1,999,0,-3.4,92.431,-26.9,0.731,5017.5,1
36360,41,entrepreneur,married,high.school,no,yes,no,cellular,jun,tue,169,1,999,0,-2.9,92.963,-40.8,1.262,5076.2,1
22338,49,blue-collar,married,basic.9y,unknown,yes,no,cellular,aug,thu,1877,3,999,0,1.4,93.444,-36.1,4.963,5228.1,1
16246,43,entrepreneur,married,university.degree,unknown,yes,no,cellular,jul,tue,261,1,999,0,1.4,93.918,-42.7,4.961,5228.1,0
39106,53,admin.,married,university.degree,no,yes,yes,telephone,dec,mon,824,1,6,2,-3.0,92.713,-33.0,0.706,5023.5,1
39078,31,admin.,married,professional.course,no,no,yes,cellular,dec,mon,367,2,999,1,-3.0,92.713,-33.0,0.709,5023.5,1
31939,28,admin.,single,high.school,unknown,no,no,cellular,may,thu,1391,2,999,0,-1.8,92.893,-46.2,1.327,5099.1,1
21818,31,technician,married,professional.course,no,no,yes,cellular,aug,wed,90,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
14222,33,entrepreneur,married,university.degree,no,yes,no,cellular,jul,mon,766,3,999,0,1.4,93.918,-42.7,4.962,5228.1,1
35447,38,technician,single,professional.course,no,yes,no,cellular,may,mon,17,7,999,1,-1.8,92.893,-46.2,1.244,5099.1,0
8568,34,admin.,married,high.school,no,no,no,telephone,jun,wed,638,1,999,0,1.4,94.465,-41.8,4.864,5228.1,1
2447,33,self-employed,divorced,basic.9y,no,yes,no,telephone,may,tue,355,1,999,0,1.1,93.994,-36.4,4.856,5191.0,0
36054,42,admin.,married,university.degree,no,no,no,cellular,may,tue,85,1,999,0,-1.8,92.893,-46.2,1.266,5099.1,0
35013,39,self-employed,married,basic.9y,no,yes,no,cellular,may,fri,744,1,999,0,-1.8,92.893,-46.2,1.25,5099.1,1
35275,54,retired,divorced,university.degree,no,yes,no,cellular,may,fri,193,2,999,0,-1.8,92.893,-46.2,1.25,5099.1,0
30348,41,admin.,single,high.school,no,unknown,unknown,cellular,apr,thu,664,2,999,0,-1.8,93.075,-47.1,1.365,5099.1,1
37054,45,admin.,married,university.degree,no,yes,no,cellular,jul,wed,106,1,999,0,-2.9,92.469,-33.6,1.029,5076.2,0
35234,28,self-employed,married,basic.9y,no,yes,no,cellular,may,fri,1111,5,999,0,-1.8,92.893,-46.2,1.25,5099.1,1
20360,31,technician,single,high.school,no,yes,no,cellular,aug,tue,75,1,999,0,1.4,93.444,-36.1,4.966,5228.1,0
14583,35,housemaid,married,basic.9y,no,no,no,cellular,jul,tue,280,2,999,0,1.4,93.918,-42.7,4.961,5228.1,0
16219,48,technician,single,professional.course,unknown,yes,no,cellular,jul,tue,417,1,999,0,1.4,93.918,-42.7,4.961,5228.1,0
18848,30,admin.,married,university.degree,no,no,no,cellular,aug,mon,160,1,999,0,1.4,93.444,-36.1,4.97,5228.1,0
25111,44,blue-collar,married,basic.9y,no,yes,no,cellular,nov,tue,52,1,999,0,-0.1,93.2,-42.0,4.153,5195.8,0
2713,41,technician,married,high.school,no,yes,no,telephone,may,wed,832,1,999,0,1.1,93.994,-36.4,4.859,5191.0,1
22717,31,technician,divorced,high.school,no,yes,no,cellular,aug,fri,138,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
19789,47,services,married,high.school,no,yes,yes,cellular,aug,fri,502,1,999,0,1.4,93.444,-36.1,4.966,5228.1,0
39435,33,admin.,single,university.degree,no,yes,no,cellular,apr,mon,143,1,999,0,-1.8,93.749,-34.6,0.642,5008.7,0
32511,42,blue-collar,married,basic.9y,no,yes,no,cellular,may,fri,114,7,999,1,-1.8,92.893,-46.2,1.313,5099.1,0
6807,51,admin.,divorced,university.degree,no,unknown,unknown,telephone,may,wed,160,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0
36982,21,unemployed,single,high.school,no,yes,no,cellular,jul,fri,203,1,999,0,-2.9,92.469,-33.6,1.059,5076.2,1
8935,49,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,thu,27,2,999,0,1.4,94.465,-41.8,4.866,5228.1,0
19532,41,technician,divorced,university.degree,no,yes,no,cellular,aug,thu,95,1,999,0,1.4,93.444,-36.1,4.968,5228.1,0
36092,26,blue-collar,single,university.degree,no,yes,no,cellular,may,tue,139,2,999,0,-1.8,92.893,-46.2,1.266,5099.1,1
35944,25,admin.,married,university.degree,no,unknown,unknown,cellular,may,mon,612,7,999,0,-1.8,92.893,-46.2,1.264,5099.1,1
14476,31,blue-collar,married,basic.9y,unknown,yes,no,telephone,jul,tue,289,2,999,0,1.4,93.918,-42.7,4.961,5228.1,0
39513,32,technician,married,professional.course,no,no,no,cellular,apr,mon,688,2,999,0,-1.8,93.749,-34.6,0.645,5008.7,1
12818,33,services,married,high.school,no,no,no,cellular,jul,tue,130,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0
34698,52,blue-collar,unknown,basic.4y,no,unknown,unknown,cellular,may,thu,610,3,999,0,-1.8,92.893,-46.2,1.266,5099.1,0
32201,33,blue-collar,single,basic.6y,no,unknown,unknown,telephone,may,fri,833,1,999,0,-1.8,92.893,-46.2,1.313,5099.1,1
9016,32,technician,married,professional.course,no,no,no,telephone,jun,thu,805,2,999,0,1.4,94.465,-41.8,4.866,5228.1,0
40671,60,admin.,married,professional.course,no,yes,yes,cellular,sep,thu,261,1,6,1,-1.1,94.199,-37.5,0.879,4963.6,1
33719,55,retired,divorced,basic.4y,unknown,no,no,cellular,may,wed,526,4,999,1,-1.8,92.893,-46.2,1.281,5099.1,1
28342,39,blue-collar,married,basic.9y,no,yes,no,cellular,apr,wed,91,3,999,0,-1.8,93.075,-47.1,1.445,5099.1,0
39119,32,admin.,single,university.degree,no,yes,no,cellular,dec,tue,449,2,999,0,-3.0,92.713,-33.0,0.707,5023.5,1
38117,63,housemaid,married,basic.4y,no,yes,no,cellular,sep,wed,299,1,3,1,-3.4,92.379,-29.8,0.749,5017.5,1
40557,33,technician,married,professional.course,no,yes,no,cellular,sep,wed,269,1,999,0,-1.1,94.199,-37.5,0.886,4963.6,1
15674,46,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,124,1,999,0,1.4,93.918,-42.7,4.96,5228.1,0
29566,68,retired,married,high.school,no,yes,no,cellular,apr,mon,194,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,1
19453,47,technician,married,professional.course,no,yes,no,cellular,aug,thu,117,1,999,0,1.4,93.444,-36.1,4.968,5228.1,0
255,53,services,married,high.school,no,yes,yes,telephone,may,mon,370,3,999,0,1.1,93.994,-36.4,4.857,5191.0,0
40032,41,admin.,divorced,university.degree,no,no,no,cellular,jul,mon,101,3,999,0,-1.7,94.215,-40.3,0.793,4991.6,0
36362,34,technician,married,university.degree,no,yes,no,cellular,jun,tue,195,1,999,0,-2.9,92.963,-40.8,1.262,5076.2,1
34960,56,services,married,high.school,unknown,yes,no,cellular,may,fri,373,1,999,0,-1.8,92.893,-46.2,1.25,5099.1,0
30936,38,blue-collar,married,basic.6y,no,yes,no,cellular,may,tue,788,1,999,0,-1.8,92.893,-46.2,1.344,5099.1,1
36597,25,services,single,high.school,no,yes,no,cellular,jun,thu,217,1,999,0,-2.9,92.963,-40.8,1.26,5076.2,1
12139,25,services,married,high.school,no,yes,no,telephone,jul,tue,479,9,999,0,1.4,93.918,-42.7,4.955,5228.1,1
7520,36,unemployed,married,basic.9y,no,no,no,telephone,may,fri,363,8,999,0,1.1,93.994,-36.4,4.864,5191.0,0
13311,26,services,married,high.school,no,unknown,unknown,cellular,jul,wed,136,6,999,0,1.4,93.918,-42.7,4.962,5228.1,0
10353,31,entrepreneur,single,basic.9y,no,no,no,telephone,jun,mon,1248,3,999,0,1.4,94.465,-41.8,4.96,5228.1,1
10707,30,self-employed,single,university.degree,no,yes,no,telephone,jun,tue,2621,3,999,0,1.4,94.465,-41.8,4.961,5228.1,1
39690,63,retired,married,professional.course,no,yes,yes,cellular,may,mon,444,2,14,1,-1.8,93.876,-40.0,0.685,5008.7,1
38762,23,technician,single,professional.course,no,yes,no,cellular,nov,thu,116,5,9,2,-3.4,92.649,-30.1,0.714,5017.5,0
33086,43,blue-collar,single,basic.4y,no,yes,no,telephone,may,tue,200,2,999,1,-1.8,92.893,-46.2,1.291,5099.1,0
40041,21,student,single,basic.9y,no,yes,no,cellular,jul,tue,209,2,999,0,-1.7,94.215,-40.3,0.797,4991.6,1
38497,61,retired,married,high.school,no,no,no,telephone,oct,tue,515,1,999,0,-3.4,92.431,-26.9,0.728,5017.5,0
22991,47,self-employed,married,university.degree,no,no,no,cellular,aug,mon,230,4,999,0,1.4,93.444,-36.1,4.965,5228.1,0
29824,31,services,married,basic.9y,no,yes,no,cellular,apr,mon,1030,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,1
28123,50,management,divorced,university.degree,unknown,no,no,telephone,apr,mon,475,6,999,1,-1.8,93.075,-47.1,1.466,5099.1,1
31182,46,services,married,basic.9y,no,no,no,cellular,may,wed,984,1,999,1,-1.8,92.893,-46.2,1.334,5099.1,1
40359,58,blue-collar,married,basic.4y,no,yes,no,cellular,aug,wed,771,1,3,1,-1.7,94.027,-38.3,0.9,4991.6,1
39608,52,admin.,married,university.degree,no,yes,no,cellular,may,thu,227,2,999,0,-1.8,93.876,-40.0,0.677,5008.7,0
12983,30,blue-collar,married,basic.9y,no,no,no,cellular,jul,tue,623,2,999,0,1.4,93.918,-42.7,4.962,5228.1,1
37141,34,technician,single,professional.course,no,no,no,cellular,aug,wed,305,1,999,0,-2.9,92.201,-31.4,0.884,5076.2,1
37370,50,blue-collar,married,unknown,no,yes,yes,cellular,aug,tue,589,2,999,0,-2.9,92.201,-31.4,0.883,5076.2,1
39030,56,retired,married,basic.4y,no,no,no,cellular,dec,thu,582,4,999,0,-3.0,92.713,-33.0,0.714,5023.5,1
37440,44,admin.,married,university.degree,no,no,no,cellular,aug,wed,96,2,4,1,-2.9,92.201,-31.4,0.879,5076.2,0
19604,39,management,married,university.degree,no,no,no,cellular,aug,thu,1321,6,999,0,1.4,93.444,-36.1,4.968,5228.1,1
39797,39,technician,married,university.degree,no,no,yes,cellular,jun,tue,434,2,999,1,-1.7,94.055,-39.8,0.702,4991.6,1
33481,32,management,single,university.degree,no,yes,no,cellular,may,tue,1710,2,999,0,-1.8,92.893,-46.2,1.291,5099.1,1
30047,60,blue-collar,married,professional.course,no,yes,no,cellular,apr,wed,545,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,1
38521,63,retired,married,high.school,no,yes,no,cellular,oct,wed,96,1,999,0,-3.4,92.431,-26.9,0.724,5017.5,1
15793,43,services,married,high.school,no,no,no,cellular,jul,mon,710,1,999,0,1.4,93.918,-42.7,4.96,5228.1,1
7346,52,self-employed,married,university.degree,no,no,no,telephone,may,fri,151,3,999,0,1.1,93.994,-36.4,4.864,5191.0,0
21645,56,retired,married,basic.4y,no,no,no,cellular,aug,tue,933,2,999,0,1.4,93.444,-36.1,4.963,5228.1,1
6896,36,blue-collar,single,basic.9y,no,no,no,telephone,may,thu,333,3,999,0,1.1,93.994,-36.4,4.86,5191.0,0
8799,50,housemaid,married,unknown,no,yes,no,telephone,jun,thu,86,1,999,0,1.4,94.465,-41.8,4.866,5228.1,0
4138,28,management,married,university.degree,no,no,no,telephone,may,mon,134,3,999,0,1.1,93.994,-36.4,4.858,5191.0,0
21103,50,technician,married,university.degree,no,unknown,unknown,cellular,aug,mon,762,2,999,0,1.4,93.444,-36.1,4.963,5228.1,1
3163,33,admin.,single,university.degree,no,no,no,telephone,may,thu,134,1,999,0,1.1,93.994,-36.4,4.86,5191.0,0
21907,53,admin.,married,university.degree,no,no,no,cellular,aug,wed,103,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
27764,38,technician,married,professional.course,no,yes,no,cellular,mar,fri,363,2,10,1,-1.8,92.843,-50.0,1.726,5099.1,1
19568,30,technician,single,university.degree,unknown,yes,no,cellular,aug,thu,103,2,999,0,1.4,93.444,-36.1,4.968,5228.1,0
24079,39,management,married,university.degree,no,yes,no,telephone,nov,wed,204,1,999,0,-0.1,93.2,-42.0,4.663,5195.8,1
15410,38,blue-collar,married,basic.9y,no,no,no,cellular,jul,fri,610,1,999,0,1.4,93.918,-42.7,4.957,5228.1,1
27469,39,admin.,single,unknown,no,no,no,cellular,nov,fri,504,2,999,1,-0.1,93.2,-42.0,4.021,5195.8,1
27416,31,self-employed,single,university.degree,no,no,no,cellular,nov,fri,906,1,999,1,-0.1,93.2,-42.0,4.021,5195.8,0
39176,66,retired,divorced,basic.4y,no,yes,no,cellular,mar,thu,141,4,999,2,-1.8,93.369,-34.8,0.654,5008.7,0
24130,50,self-employed,married,university.degree,no,no,no,telephone,nov,mon,238,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,0
3601,48,admin.,divorced,basic.9y,no,yes,no,telephone,may,fri,274,2,999,0,1.1,93.994,-36.4,4.859,5191.0,0
2088,47,blue-collar,married,basic.4y,unknown,no,no,telephone,may,mon,95,8,999,0,1.1,93.994,-36.4,4.857,5191.0,0
38540,54,retired,married,basic.4y,no,no,yes,cellular,oct,thu,164,2,999,0,-3.4,92.431,-26.9,0.722,5017.5,1
8336,57,blue-collar,divorced,basic.9y,no,yes,no,telephone,jun,tue,177,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
40202,29,admin.,married,university.degree,no,yes,no,cellular,jul,mon,173,3,999,0,-1.7,94.215,-40.3,0.87,4991.6,1
38230,54,management,divorced,university.degree,no,yes,no,cellular,oct,thu,234,2,6,1,-3.4,92.431,-26.9,0.741,5017.5,1
35226,48,blue-collar,married,basic.9y,no,yes,no,cellular,may,fri,57,2,999,1,-1.8,92.893,-46.2,1.25,5099.1,0
38414,32,admin.,married,university.degree,no,yes,no,cellular,oct,wed,467,2,6,1,-3.4,92.431,-26.9,0.735,5017.5,1
5885,45,blue-collar,married,basic.9y,unknown,no,no,telephone,may,mon,129,3,999,0,1.1,93.994,-36.4,4.857,5191.0,0
20539,41,technician,married,professional.course,no,yes,no,cellular,aug,tue,1344,1,999,0,1.4,93.444,-36.1,4.966,5228.1,1
33020,25,blue-collar,single,high.school,unknown,yes,no,telephone,may,mon,300,3,999,2,-1.8,92.893,-46.2,1.299,5099.1,0
16669,32,services,divorced,basic.9y,unknown,no,no,cellular,jul,wed,68,2,999,0,1.4,93.918,-42.7,4.963,5228.1,0
38430,71,management,married,university.degree,no,yes,no,cellular,oct,thu,127,3,999,2,-3.4,92.431,-26.9,0.733,5017.5,1
33080,38,services,single,basic.6y,no,yes,no,cellular,may,tue,546,2,999,0,-1.8,92.893,-46.2,1.291,5099.1,1
37341,85,retired,married,professional.course,no,no,no,cellular,aug,tue,140,1,999,0,-2.9,92.201,-31.4,0.883,5076.2,1
10284,32,blue-collar,married,basic.9y,no,yes,yes,telephone,jun,mon,452,1,999,0,1.4,94.465,-41.8,4.96,5228.1,0
37702,33,admin.,single,university.degree,no,no,no,cellular,aug,wed,338,1,999,0,-2.9,92.201,-31.4,0.854,5076.2,1
37951,76,management,married,unknown,no,no,no,cellular,sep,fri,113,1,999,0,-3.4,92.379,-29.8,0.803,5017.5,0
30925,39,services,married,high.school,no,yes,yes,cellular,may,tue,200,1,999,0,-1.8,92.893,-46.2,1.344,5099.1,0
12705,50,housemaid,divorced,high.school,no,yes,no,cellular,jul,mon,78,1,999,0,1.4,93.918,-42.7,4.96,5228.1,0
18285,28,services,married,high.school,no,yes,yes,telephone,jul,wed,79,8,999,0,1.4,93.918,-42.7,4.963,5228.1,0
33552,33,blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,112,4,999,0,-1.8,92.893,-46.2,1.291,5099.1,0
19820,45,blue-collar,married,basic.4y,no,no,no,cellular,aug,fri,507,2,999,0,1.4,93.444,-36.1,4.966,5228.1,1
40744,19,student,single,basic.6y,no,yes,no,cellular,sep,thu,161,2,6,4,-1.1,94.199,-37.5,0.879,4963.6,1
33866,49,entrepreneur,married,unknown,no,no,no,cellular,may,wed,85,2,999,0,-1.8,92.893,-46.2,1.281,5099.1,0
39048,55,services,married,basic.9y,no,yes,no,cellular,dec,wed,314,1,6,1,-3.0,92.713,-33.0,0.715,5023.5,1
9890,31,services,married,basic.9y,no,yes,no,telephone,jun,wed,886,2,999,0,1.4,94.465,-41.8,4.959,5228.1,0
39644,48,unemployed,married,professional.course,no,yes,no,cellular,may,wed,236,1,6,2,-1.8,93.876,-40.0,0.682,5008.7,1
18245,46,admin.,single,high.school,no,no,no,cellular,jul,wed,251,3,999,0,1.4,93.918,-42.7,4.963,5228.1,0
9792,36,unknown,single,basic.6y,unknown,no,no,telephone,jun,wed,878,3,999,0,1.4,94.465,-41.8,4.959,5228.1,1
37465,29,admin.,single,university.degree,no,yes,yes,cellular,aug,thu,254,3,3,1,-2.9,92.201,-31.4,0.873,5076.2,1
40659,46,services,married,university.degree,no,yes,no,cellular,sep,wed,630,1,999,0,-1.1,94.199,-37.5,0.88,4963.6,1
21186,45,technician,divorced,university.degree,no,no,no,cellular,aug,mon,104,2,999,0,1.4,93.444,-36.1,4.963,5228.1,0
32118,42,admin.,married,high.school,no,yes,no,cellular,may,fri,106,1,999,1,-1.8,92.893,-46.2,1.313,5099.1,0
35674,41,technician,single,high.school,no,yes,no,cellular,may,mon,222,3,999,0,-1.8,92.893,-46.2,1.244,5099.1,0
4860,34,blue-collar,married,professional.course,no,yes,no,telephone,may,wed,518,1,999,0,1.1,93.994,-36.4,4.858,5191.0,0
36264,59,retired,married,professional.course,no,yes,yes,cellular,jun,mon,1460,1,999,0,-2.9,92.963,-40.8,1.266,5076.2,1
39390,56,admin.,single,university.degree,no,yes,no,cellular,mar,wed,175,1,999,1,-1.8,93.369,-34.8,0.634,5008.7,1
6717,52,blue-collar,single,basic.4y,no,unknown,unknown,telephone,may,wed,489,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0
36278,49,management,married,university.degree,no,yes,no,cellular,jun,mon,339,1,999,0,-2.9,92.963,-40.8,1.266,5076.2,1
37262,31,admin.,married,university.degree,no,yes,no,cellular,aug,fri,353,2,999,0,-2.9,92.201,-31.4,0.881,5076.2,1
37386,36,admin.,divorced,university.degree,no,no,yes,cellular,aug,wed,623,2,6,2,-2.9,92.201,-31.4,0.879,5076.2,1
28934,34,self-employed,married,basic.4y,unknown,yes,no,cellular,apr,fri,236,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,0
21144,32,technician,married,high.school,unknown,yes,no,cellular,aug,mon,111,4,999,0,1.4,93.444,-36.1,4.963,5228.1,0
10418,31,blue-collar,single,high.school,no,yes,no,telephone,jun,mon,750,2,999,0,1.4,94.465,-41.8,4.96,5228.1,1
11070,28,blue-collar,married,basic.6y,no,no,no,telephone,jun,wed,1060,5,999,0,1.4,94.465,-41.8,4.962,5228.1,1
16621,23,admin.,single,professional.course,no,yes,no,cellular,jul,wed,902,2,999,0,1.4,93.918,-42.7,4.963,5228.1,1
17117,42,blue-collar,single,basic.4y,no,yes,no,cellular,jul,fri,112,2,999,0,1.4,93.918,-42.7,4.962,5228.1,0
27444,57,blue-collar,married,basic.9y,unknown,yes,no,telephone,nov,fri,126,1,999,0,-0.1,93.2,-42.0,4.021,5195.8,0
25947,58,management,married,university.degree,no,yes,no,cellular,nov,wed,394,2,999,0,-0.1,93.2,-42.0,4.12,5195.8,0
32603,26,admin.,single,university.degree,no,yes,no,cellular,may,mon,57,1,999,0,-1.8,92.893,-46.2,1.299,5099.1,0
27981,33,blue-collar,married,professional.course,no,yes,yes,cellular,apr,wed,154,1,999,0,-1.8,93.075,-47.1,1.498,5099.1,0
30900,29,admin.,single,university.degree,no,no,no,cellular,may,tue,41,1,999,0,-1.8,92.893,-46.2,1.344,5099.1,0
31650,30,blue-collar,single,basic.6y,no,no,no,cellular,may,thu,159,1,999,1,-1.8,92.893,-46.2,1.327,5099.1,0
20307,32,technician,married,professional.course,no,no,no,cellular,aug,mon,239,3,999,0,1.4,93.444,-36.1,4.965,5228.1,0
16706,60,self-employed,married,university.degree,no,yes,no,cellular,jul,wed,416,4,999,0,1.4,93.918,-42.7,4.963,5228.1,1
37160,46,admin.,married,high.school,no,no,no,telephone,aug,wed,231,2,999,0,-2.9,92.201,-31.4,0.884,5076.2,1
7892,45,management,married,university.degree,no,no,no,telephone,jun,mon,369,2,999,0,1.4,94.465,-41.8,4.865,5228.1,0
10839,45,entrepreneur,married,unknown,no,no,no,telephone,jun,wed,89,5,999,0,1.4,94.465,-41.8,4.962,5228.1,0
17496,39,admin.,single,university.degree,no,yes,yes,cellular,jul,mon,25,18,999,0,1.4,93.918,-42.7,4.962,5228.1,0
27802,88,retired,divorced,basic.4y,no,no,no,cellular,mar,wed,266,2,999,0,-1.8,92.843,-50.0,1.663,5099.1,1
37410,66,retired,married,unknown,no,no,no,cellular,aug,wed,147,2,999,1,-2.9,92.201,-31.4,0.879,5076.2,1
8076,32,entrepreneur,single,professional.course,no,no,no,telephone,jun,mon,20,20,999,0,1.4,94.465,-41.8,4.865,5228.1,0
34601,31,blue-collar,single,basic.9y,no,no,no,cellular,may,thu,191,1,999,1,-1.8,92.893,-46.2,1.266,5099.1,1
9741,32,services,married,high.school,unknown,no,no,telephone,jun,mon,1137,3,999,0,1.4,94.465,-41.8,4.961,5228.1,1
38794,35,technician,single,professional.course,no,yes,no,cellular,nov,thu,192,2,999,1,-3.4,92.649,-30.1,0.714,5017.5,1
1636,60,housemaid,married,high.school,unknown,no,no,telephone,may,fri,929,3,999,0,1.1,93.994,-36.4,4.855,5191.0,1
28511,57,admin.,married,high.school,no,yes,no,cellular,apr,tue,111,1,999,0,-1.8,93.075,-47.1,1.423,5099.1,1
27816,88,retired,divorced,basic.4y,no,yes,no,cellular,mar,wed,188,3,999,0,-1.8,92.843,-50.0,1.663,5099.1,1
24048,34,admin.,single,university.degree,no,no,no,telephone,oct,tue,135,1,999,0,-0.1,93.798,-40.4,4.86,5195.8,1
30048,19,student,single,basic.4y,no,no,yes,cellular,apr,wed,371,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,1
13789,35,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,thu,1399,1,999,0,1.4,93.918,-42.7,4.963,5228.1,1
