,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed
35684,46,admin.,single,university.degree,no,yes,no,cellular,may,mon,801,5,999,1,-1.8,92.893,-46.2,1.244,5099.1
16117,32,blue-collar,married,basic.4y,no,yes,no,cellular,jul,tue,117,1,999,0,1.4,93.918,-42.7,4.961,5228.1
34267,26,admin.,single,high.school,no,yes,no,cellular,may,thu,24,2,999,0,-1.8,92.893,-46.2,1.266,5099.1
11485,30,blue-collar,single,basic.4y,unknown,no,no,telephone,jun,fri,402,22,999,0,1.4,94.465,-41.8,4.959,5228.1
18874,60,retired,married,university.degree,unknown,yes,no,cellular,aug,mon,174,1,999,0,1.4,93.444,-36.1,4.97,5228.1
15995,38,blue-collar,divorced,basic.4y,no,yes,no,cellular,jul,tue,85,3,999,0,1.4,93.918,-42.7,4.961,5228.1
16732,44,admin.,married,high.school,no,no,no,cellular,jul,thu,42,3,999,0,1.4,93.918,-42.7,4.962,5228.1
17770,50,unknown,married,unknown,unknown,yes,no,telephone,jul,tue,237,1,999,0,1.4,93.918,-42.7,4.961,5228.1
20599,56,admin.,married,professional.course,no,yes,no,cellular,aug,wed,106,1,999,0,1.4,93.444,-36.1,4.965,5228.1
11593,43,technician,married,high.school,no,yes,no,telephone,jun,fri,17,37,999,0,1.4,94.465,-41.8,4.959,5228.1
15567,53,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,fri,93,4,999,0,1.4,93.918,-42.7,4.957,5228.1
7155,30,blue-collar,married,university.degree,no,no,no,telephone,may,thu,558,13,999,0,1.1,93.994,-36.4,4.86,5191.0
2345,33,blue-collar,divorced,basic.6y,unknown,yes,no,telephone,may,tue,226,1,999,0,1.1,93.994,-36.4,4.856,5191.0
15173,25,blue-collar,married,basic.4y,no,yes,yes,cellular,jul,thu,309,2,999,0,1.4,93.918,-42.7,4.958,5228.1
15387,30,blue-collar,married,basic.6y,unknown,yes,no,cellular,jul,fri,474,2,999,0,1.4,93.918,-42.7,4.957,5228.1
27301,29,student,single,professional.course,no,no,no,telephone,nov,fri,232,2,999,0,-0.1,93.2,-42.0,4.021,5195.8
39106,53,admin.,married,university.degree,no,yes,yes,telephone,dec,mon,824,1,6,2,-3.0,92.713,-33.0,0.706,5023.5
29709,30,blue-collar,married,basic.4y,no,yes,no,cellular,apr,mon,42,3,999,0,-1.8,93.075,-47.1,1.405,5099.1
1514,46,blue-collar,married,basic.4y,no,no,no,telephone,may,thu,246,3,999,0,1.1,93.994,-36.4,4.855,5191.0
23530,45,admin.,married,unknown,unknown,no,no,cellular,aug,thu,54,4,999,0,1.4,93.444,-36.1,4.962,5228.1
20951,47,admin.,married,university.degree,no,no,no,cellular,aug,thu,93,1,999,0,1.4,93.444,-36.1,4.964,5228.1
33731,34,blue-collar,single,high.school,no,yes,no,cellular,may,wed,39,1,10,1,-1.8,92.893,-46.2,1.281,5099.1
20447,35,technician,married,high.school,no,yes,no,cellular,aug,tue,603,1,999,0,1.4,93.444,-36.1,4.966,5228.1
5093,36,technician,married,professional.course,unknown,no,no,telephone,may,fri,90,1,999,0,1.1,93.994,-36.4,4.857,5191.0
34659,33,technician,married,university.degree,no,no,yes,cellular,may,thu,169,3,999,1,-1.8,92.893,-46.2,1.266,5099.1
9313,46,technician,married,professional.course,no,no,yes,telephone,jun,fri,197,3,999,0,1.4,94.465,-41.8,4.967,5228.1
36455,58,retired,divorced,high.school,no,yes,no,cellular,jun,tue,145,2,999,0,-2.9,92.963,-40.8,1.262,5076.2
40388,46,admin.,single,high.school,no,no,no,cellular,aug,thu,329,2,9,4,-1.7,94.027,-38.3,0.904,4991.6
26229,32,entrepreneur,single,university.degree,no,no,no,cellular,nov,thu,459,1,999,0,-0.1,93.2,-42.0,4.076,5195.8
361,57,management,married,university.degree,no,yes,no,telephone,may,tue,379,2,999,0,1.1,93.994,-36.4,4.857,5191.0
2634,32,blue-collar,single,basic.9y,no,no,no,telephone,may,tue,122,7,999,0,1.1,93.994,-36.4,4.856,5191.0
39934,33,management,single,high.school,no,no,no,telephone,jun,thu,15,1,999,0,-1.7,94.055,-39.8,0.742,4991.6
460,44,admin.,single,basic.9y,unknown,no,no,telephone,may,tue,134,1,999,0,1.1,93.994,-36.4,4.857,5191.0
26609,53,management,married,high.school,no,no,no,cellular,nov,thu,184,1,999,1,-0.1,93.2,-42.0,4.076,5195.8
7303,53,housemaid,single,basic.4y,unknown,no,no,telephone,may,thu,54,15,999,0,1.1,93.994,-36.4,4.86,5191.0
26538,44,admin.,single,professional.course,no,yes,no,cellular,nov,thu,931,4,999,0,-0.1,93.2,-42.0,4.076,5195.8
26129,38,technician,married,professional.course,unknown,no,no,cellular,nov,wed,135,4,999,0,-0.1,93.2,-42.0,4.12,5195.8
10330,41,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,644,1,999,0,1.4,94.465,-41.8,4.96,5228.1
27597,58,admin.,married,basic.4y,no,no,no,cellular,nov,fri,505,7,999,0,-0.1,93.2,-42.0,4.021,5195.8
25579,46,blue-collar,married,basic.9y,no,yes,yes,cellular,nov,wed,814,1,999,0,-0.1,93.2,-42.0,4.12,5195.8
9271,40,blue-collar,single,unknown,no,no,yes,telephone,jun,fri,274,2,999,0,1.4,94.465,-41.8,4.967,5228.1
2347,34,admin.,married,university.degree,no,no,no,telephone,may,tue,174,1,999,0,1.1,93.994,-36.4,4.856,5191.0
4469,50,admin.,married,basic.9y,no,yes,yes,telephone,may,tue,112,2,999,0,1.1,93.994,-36.4,4.856,5191.0
4209,33,technician,divorced,professional.course,no,no,no,telephone,may,mon,1218,3,999,0,1.1,93.994,-36.4,4.858,5191.0
20361,31,housemaid,single,university.degree,no,yes,no,cellular,aug,tue,348,1,999,0,1.4,93.444,-36.1,4.966,5228.1
5347,32,admin.,single,university.degree,no,no,no,telephone,may,fri,588,3,999,0,1.1,93.994,-36.4,4.857,5191.0
4637,32,management,single,university.degree,no,no,no,telephone,may,wed,59,1,999,0,1.1,93.994,-36.4,4.858,5191.0
23969,38,admin.,married,university.degree,no,yes,no,telephone,aug,fri,20,1,999,0,1.4,93.444,-36.1,4.963,5228.1
15783,40,self-employed,married,high.school,no,no,no,cellular,jul,mon,353,2,999,0,1.4,93.918,-42.7,4.96,5228.1
10174,29,blue-collar,married,high.school,unknown,no,no,telephone,jun,thu,124,2,999,0,1.4,94.465,-41.8,4.958,5228.1
13035,32,blue-collar,single,basic.4y,no,yes,no,telephone,jul,tue,49,7,999,0,1.4,93.918,-42.7,4.962,5228.1
24301,46,technician,married,professional.course,no,yes,no,cellular,nov,mon,61,1,999,1,-0.1,93.2,-42.0,4.191,5195.8
35339,22,services,single,high.school,no,no,no,cellular,may,fri,51,4,999,0,-1.8,92.893,-46.2,1.25,5099.1
17444,44,services,divorced,high.school,no,yes,yes,telephone,jul,mon,112,1,999,0,1.4,93.918,-42.7,4.962,5228.1
36542,42,self-employed,married,university.degree,no,yes,no,cellular,jun,wed,436,1,3,1,-2.9,92.963,-40.8,1.26,5076.2
12232,39,technician,single,professional.course,no,yes,no,telephone,jul,thu,452,1,999,0,1.4,93.918,-42.7,4.966,5228.1
27757,76,retired,married,university.degree,no,no,yes,cellular,mar,thu,167,9,999,0,-1.8,92.843,-50.0,1.757,5099.1
5158,45,blue-collar,married,basic.4y,unknown,no,no,telephone,may,fri,108,5,999,0,1.1,93.994,-36.4,4.857,5191.0
13976,51,entrepreneur,divorced,high.school,no,no,no,cellular,jul,fri,347,2,999,0,1.4,93.918,-42.7,4.963,5228.1
36768,33,student,single,unknown,no,no,no,telephone,jun,fri,137,3,999,0,-2.9,92.963,-40.8,1.268,5076.2
7715,30,technician,married,university.degree,no,yes,no,telephone,may,fri,104,6,999,0,1.1,93.994,-36.4,4.864,5191.0
32536,29,services,divorced,high.school,no,yes,no,cellular,may,fri,548,1,999,0,-1.8,92.893,-46.2,1.313,5099.1
19258,32,technician,single,professional.course,no,yes,no,cellular,aug,wed,281,2,999,0,1.4,93.444,-36.1,4.967,5228.1
26330,40,admin.,married,university.degree,no,yes,no,cellular,nov,thu,20,6,999,0,-0.1,93.2,-42.0,4.076,5195.8
12587,60,retired,married,high.school,no,no,no,telephone,jul,mon,188,7,999,0,1.4,93.918,-42.7,4.96,5228.1
5571,44,management,divorced,basic.9y,unknown,no,no,telephone,may,mon,129,1,999,0,1.1,93.994,-36.4,4.857,5191.0
34125,55,services,single,high.school,no,no,yes,cellular,may,wed,107,2,999,0,-1.8,92.893,-46.2,1.281,5099.1
27965,39,admin.,married,high.school,unknown,yes,yes,cellular,mar,tue,210,1,999,0,-1.8,92.843,-50.0,1.51,5099.1
11808,40,technician,single,professional.course,no,yes,no,telephone,jun,fri,87,3,999,0,1.4,94.465,-41.8,4.959,5228.1
9104,36,technician,married,professional.course,no,no,no,telephone,jun,fri,193,3,999,0,1.4,94.465,-41.8,4.967,5228.1
37213,82,retired,married,university.degree,no,no,no,cellular,aug,fri,79,2,999,2,-2.9,92.201,-31.4,0.881,5076.2
38993,43,admin.,married,high.school,no,no,yes,cellular,dec,mon,415,2,8,2,-3.0,92.713,-33.0,0.717,5023.5
8987,47,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,thu,86,2,999,0,1.4,94.465,-41.8,4.866,5228.1
25177,51,admin.,married,basic.9y,no,no,yes,cellular,nov,tue,110,5,999,0,-0.1,93.2,-42.0,4.153,5195.8
6780,49,housemaid,married,basic.4y,unknown,yes,no,telephone,may,wed,158,10,999,0,1.1,93.994,-36.4,4.857,5191.0
6180,31,admin.,married,university.degree,no,yes,no,telephone,may,tue,99,1,999,0,1.1,93.994,-36.4,4.857,5191.0
27546,44,admin.,married,university.degree,no,no,no,cellular,nov,fri,77,5,999,0,-0.1,93.2,-42.0,4.021,5195.8
31059,39,blue-collar,married,basic.9y,no,yes,no,cellular,may,wed,219,1,999,0,-1.8,92.893,-46.2,1.334,5099.1
3955,47,technician,married,professional.course,no,unknown,unknown,telephone,may,mon,89,1,999,0,1.1,93.994,-36.4,4.858,5191.0
5912,38,technician,married,professional.course,no,yes,no,telephone,may,tue,114,3,999,0,1.1,93.994,-36.4,4.857,5191.0
14879,26,technician,married,basic.9y,unknown,yes,no,telephone,jul,wed,367,6,999,0,1.4,93.918,-42.7,4.957,5228.1
27150,30,admin.,married,university.degree,no,no,no,cellular,nov,fri,221,1,999,0,-0.1,93.2,-42.0,4.021,5195.8
40547,60,retired,married,high.school,no,yes,no,cellular,aug,tue,443,2,999,2,-1.7,94.027,-38.3,0.886,4991.6
17256,52,admin.,divorced,high.school,no,no,no,cellular,jul,fri,87,5,999,0,1.4,93.918,-42.7,4.962,5228.1
38890,45,admin.,divorced,university.degree,no,yes,no,cellular,nov,tue,140,3,999,1,-3.4,92.649,-30.1,0.715,5017.5
32233,42,services,married,high.school,no,yes,no,telephone,may,fri,128,1,999,0,-1.8,92.893,-46.2,1.313,5099.1
37282,65,retired,married,basic.6y,no,no,no,cellular,aug,mon,161,2,999,1,-2.9,92.201,-31.4,0.884,5076.2
37336,50,blue-collar,married,unknown,no,yes,no,cellular,aug,tue,1398,1,999,0,-2.9,92.201,-31.4,0.883,5076.2
4572,34,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,96,2,999,0,1.1,93.994,-36.4,4.856,5191.0
11087,33,admin.,single,professional.course,no,no,no,telephone,jun,thu,122,1,999,0,1.4,94.465,-41.8,4.961,5228.1
38438,56,technician,married,basic.4y,no,no,no,cellular,oct,thu,306,3,3,1,-3.4,92.431,-26.9,0.733,5017.5
34394,30,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,thu,162,2,999,0,-1.8,92.893,-46.2,1.266,5099.1
28582,66,retired,married,basic.4y,no,yes,no,cellular,apr,wed,512,11,999,0,-1.8,93.075,-47.1,1.415,5099.1
37495,22,student,single,basic.6y,no,yes,no,cellular,aug,thu,293,2,4,2,-2.9,92.201,-31.4,0.873,5076.2
27304,48,blue-collar,divorced,basic.4y,no,yes,no,cellular,nov,fri,456,1,999,1,-0.1,93.2,-42.0,4.021,5195.8
40286,48,housemaid,married,professional.course,no,no,no,cellular,jul,wed,388,3,6,1,-1.7,94.215,-40.3,0.896,4991.6
35079,53,services,married,university.degree,no,no,no,telephone,may,fri,45,2,999,0,-1.8,92.893,-46.2,1.25,5099.1
26548,33,blue-collar,married,basic.9y,no,no,no,cellular,nov,thu,593,1,999,0,-0.1,93.2,-42.0,4.076,5195.8
6536,41,blue-collar,single,high.school,no,yes,no,telephone,may,wed,125,2,999,0,1.1,93.994,-36.4,4.857,5191.0
25915,31,technician,married,university.degree,no,no,no,cellular,nov,wed,690,3,999,0,-0.1,93.2,-42.0,4.12,5195.8
23295,51,admin.,married,university.degree,no,yes,no,cellular,aug,wed,519,9,999,0,1.4,93.444,-36.1,4.964,5228.1
18192,25,admin.,married,high.school,no,no,no,telephone,jul,wed,156,7,999,0,1.4,93.918,-42.7,4.963,5228.1
23381,33,admin.,single,university.degree,no,no,no,cellular,aug,wed,27,4,999,0,1.4,93.444,-36.1,4.964,5228.1
35555,25,blue-collar,single,basic.9y,no,yes,no,cellular,may,mon,165,1,999,0,-1.8,92.893,-46.2,1.244,5099.1
26933,34,admin.,divorced,university.degree,no,no,no,cellular,nov,thu,493,2,999,1,-0.1,93.2,-42.0,4.076,5195.8
27860,26,student,single,high.school,no,no,no,cellular,mar,wed,236,2,999,0,-1.8,92.843,-50.0,1.602,5099.1
28580,58,retired,divorced,university.degree,no,yes,no,cellular,apr,wed,48,1,999,0,-1.8,93.075,-47.1,1.415,5099.1
14131,33,admin.,married,university.degree,no,no,no,cellular,jul,mon,158,3,999,0,1.4,93.918,-42.7,4.962,5228.1
40391,26,unemployed,single,university.degree,no,yes,no,cellular,aug,thu,203,1,3,3,-1.7,94.027,-38.3,0.904,4991.6
5509,33,admin.,married,basic.9y,no,no,no,telephone,may,mon,511,1,999,0,1.1,93.994,-36.4,4.857,5191.0
32477,35,admin.,single,university.degree,no,no,yes,cellular,may,fri,174,2,999,0,-1.8,92.893,-46.2,1.313,5099.1
92,60,admin.,married,unknown,unknown,no,yes,telephone,may,mon,213,2,999,0,1.1,93.994,-36.4,4.857,5191.0
3916,32,blue-collar,married,basic.9y,no,yes,no,telephone,may,mon,166,1,999,0,1.1,93.994,-36.4,4.858,5191.0
25995,33,self-employed,married,university.degree,no,yes,yes,cellular,nov,wed,208,1,999,0,-0.1,93.2,-42.0,4.12,5195.8
41031,25,student,single,high.school,no,yes,no,cellular,oct,mon,189,1,6,4,-1.1,94.601,-49.5,1.032,4963.6
7092,45,technician,married,professional.course,no,no,no,telephone,may,thu,455,2,999,0,1.1,93.994,-36.4,4.86,5191.0
25699,35,blue-collar,married,high.school,no,yes,no,cellular,nov,wed,661,1,999,0,-0.1,93.2,-42.0,4.12,5195.8
28177,60,retired,divorced,basic.4y,no,no,no,cellular,apr,tue,465,4,999,0,-1.8,93.075,-47.1,1.453,5099.1
11569,44,admin.,divorced,university.degree,no,no,no,telephone,jun,fri,39,2,999,0,1.4,94.465,-41.8,4.959,5228.1
33860,28,blue-collar,single,basic.9y,no,yes,no,cellular,may,wed,294,1,999,0,-1.8,92.893,-46.2,1.281,5099.1
18195,36,technician,married,high.school,no,no,no,cellular,jul,wed,1165,4,999,0,1.4,93.918,-42.7,4.963,5228.1
775,41,blue-collar,married,basic.4y,no,yes,no,telephone,may,wed,188,2,999,0,1.1,93.994,-36.4,4.856,5191.0
31711,29,admin.,single,basic.9y,unknown,yes,no,cellular,may,thu,983,4,999,0,-1.8,92.893,-46.2,1.327,5099.1
25912,39,management,married,high.school,no,no,no,telephone,nov,wed,47,1,999,0,-0.1,93.2,-42.0,4.12,5195.8
20835,50,technician,single,university.degree,no,yes,no,cellular,aug,thu,178,5,999,0,1.4,93.444,-36.1,4.964,5228.1
37277,38,admin.,single,high.school,no,yes,yes,cellular,aug,mon,167,1,999,0,-2.9,92.201,-31.4,0.884,5076.2
36700,51,admin.,single,university.degree,no,yes,yes,cellular,jun,fri,263,2,999,0,-2.9,92.963,-40.8,1.268,5076.2
16103,30,admin.,single,university.degree,no,no,yes,telephone,jul,tue,215,1,999,0,1.4,93.918,-42.7,4.961,5228.1
34428,44,services,married,high.school,no,no,yes,cellular,may,thu,786,1,999,0,-1.8,92.893,-46.2,1.266,5099.1
3782,41,housemaid,married,university.degree,unknown,no,no,telephone,may,fri,104,1,999,0,1.1,93.994,-36.4,4.859,5191.0
16755,38,blue-collar,married,basic.6y,no,unknown,unknown,cellular,jul,thu,226,1,999,0,1.4,93.918,-42.7,4.962,5228.1
12613,42,technician,divorced,basic.9y,no,yes,no,cellular,jul,mon,299,3,999,0,1.4,93.918,-42.7,4.96,5228.1
12960,26,technician,married,professional.course,no,yes,no,cellular,jul,tue,136,1,999,0,1.4,93.918,-42.7,4.962,5228.1
23762,43,admin.,married,university.degree,no,yes,no,cellular,aug,thu,24,13,999,0,1.4,93.444,-36.1,4.962,5228.1
26667,32,student,single,university.degree,no,no,no,cellular,nov,thu,151,2,999,0,-0.1,93.2,-42.0,4.076,5195.8
5736,40,technician,married,professional.course,no,yes,no,telephone,may,mon,68,3,999,0,1.1,93.994,-36.4,4.857,5191.0
89,34,admin.,married,high.school,no,yes,no,telephone,may,mon,188,2,999,0,1.1,93.994,-36.4,4.857,5191.0
25970,49,management,married,university.degree,no,no,no,cellular,nov,wed,139,2,999,0,-0.1,93.2,-42.0,4.12,5195.8
8029,35,blue-collar,single,unknown,no,no,no,telephone,jun,mon,136,1,999,0,1.4,94.465,-41.8,4.865,5228.1
9434,27,technician,single,professional.course,no,no,no,telephone,jun,fri,112,5,999,0,1.4,94.465,-41.8,4.967,5228.1
17755,49,housemaid,divorced,basic.4y,unknown,yes,no,cellular,jul,tue,129,1,999,0,1.4,93.918,-42.7,4.961,5228.1
25342,34,admin.,married,university.degree,no,no,no,cellular,nov,tue,140,2,999,1,-0.1,93.2,-42.0,4.153,5195.8
35531,37,blue-collar,married,professional.course,no,no,no,cellular,may,mon,114,1,999,0,-1.8,92.893,-46.2,1.244,5099.1
53,53,admin.,single,professional.course,no,no,no,telephone,may,mon,179,1,999,0,1.1,93.994,-36.4,4.857,5191.0
3161,33,services,divorced,high.school,no,yes,no,telephone,may,thu,109,1,999,0,1.1,93.994,-36.4,4.86,5191.0
23879,32,admin.,single,university.degree,no,unknown,unknown,cellular,aug,fri,107,1,999,0,1.4,93.444,-36.1,4.963,5228.1
5485,49,technician,married,basic.9y,no,yes,no,telephone,may,mon,146,6,999,0,1.1,93.994,-36.4,4.857,5191.0
5911,49,blue-collar,married,high.school,no,no,no,telephone,may,mon,560,4,999,0,1.1,93.994,-36.4,4.857,5191.0
40583,47,management,married,university.degree,no,yes,no,cellular,sep,thu,281,2,999,1,-1.1,94.199,-37.5,0.884,4963.6
963,46,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,406,2,999,0,1.1,93.994,-36.4,4.856,5191.0
5686,41,management,divorced,basic.9y,no,yes,yes,telephone,may,mon,240,2,999,0,1.1,93.994,-36.4,4.857,5191.0
10592,45,admin.,married,high.school,no,yes,no,telephone,jun,tue,174,2,999,0,1.4,94.465,-41.8,4.961,5228.1
9379,39,blue-collar,divorced,basic.9y,no,unknown,unknown,telephone,jun,fri,92,1,999,0,1.4,94.465,-41.8,4.967,5228.1
31874,39,technician,married,professional.course,no,yes,no,cellular,may,thu,1254,3,999,1,-1.8,92.893,-46.2,1.327,5099.1
18390,48,services,married,professional.course,unknown,yes,no,cellular,jul,thu,55,5,999,0,1.4,93.918,-42.7,4.968,5228.1
34119,30,admin.,single,high.school,no,no,no,cellular,may,wed,698,2,999,1,-1.8,92.893,-46.2,1.281,5099.1
20927,58,technician,divorced,university.degree,unknown,yes,no,cellular,aug,thu,86,2,999,0,1.4,93.444,-36.1,4.964,5228.1
25415,56,blue-collar,single,basic.4y,unknown,no,yes,cellular,nov,tue,307,1,999,0,-0.1,93.2,-42.0,4.153,5195.8
8561,25,blue-collar,married,high.school,no,no,yes,telephone,jun,wed,29,1,999,0,1.4,94.465,-41.8,4.864,5228.1
36384,79,retired,married,high.school,no,yes,yes,cellular,jun,tue,163,1,999,1,-2.9,92.963,-40.8,1.262,5076.2
14700,40,admin.,divorced,high.school,no,no,yes,cellular,jul,tue,270,5,999,0,1.4,93.918,-42.7,4.961,5228.1
16771,51,technician,married,professional.course,no,yes,yes,cellular,jul,thu,137,4,999,0,1.4,93.918,-42.7,4.962,5228.1
310,54,management,divorced,university.degree,no,yes,no,telephone,may,mon,106,3,999,0,1.1,93.994,-36.4,4.857,5191.0
39278,62,technician,married,unknown,no,no,no,cellular,mar,mon,105,2,999,0,-1.8,93.369,-34.8,0.646,5008.7
4590,29,admin.,single,high.school,no,no,no,telephone,may,tue,110,2,999,0,1.1,93.994,-36.4,4.856,5191.0
37517,39,admin.,married,basic.9y,unknown,no,no,cellular,aug,thu,371,2,999,0,-2.9,92.201,-31.4,0.873,5076.2
14473,25,technician,single,professional.course,no,yes,no,cellular,jul,tue,134,4,999,0,1.4,93.918,-42.7,4.961,5228.1
29746,44,management,married,university.degree,no,no,no,cellular,apr,mon,44,2,999,0,-1.8,93.075,-47.1,1.405,5099.1
1247,50,technician,married,professional.course,no,no,no,telephone,may,thu,103,3,999,0,1.1,93.994,-36.4,4.855,5191.0
26074,36,management,married,high.school,no,no,no,cellular,nov,wed,356,2,999,0,-0.1,93.2,-42.0,4.12,5195.8
24051,33,technician,married,professional.course,no,yes,no,telephone,oct,wed,171,1,999,0,-0.1,93.798,-40.4,4.827,5195.8
19514,33,admin.,married,university.degree,no,yes,yes,cellular,aug,thu,1834,1,999,0,1.4,93.444,-36.1,4.968,5228.1
2732,52,admin.,married,high.school,no,unknown,unknown,telephone,may,wed,132,1,999,0,1.1,93.994,-36.4,4.859,5191.0
36411,56,management,married,university.degree,no,yes,yes,cellular,jun,tue,673,1,999,0,-2.9,92.963,-40.8,1.262,5076.2
22084,46,services,married,basic.9y,unknown,yes,no,cellular,aug,wed,226,4,999,0,1.4,93.444,-36.1,4.964,5228.1
24524,32,management,married,high.school,no,no,yes,cellular,nov,mon,256,2,999,0,-0.1,93.2,-42.0,4.191,5195.8
24854,39,admin.,married,university.degree,no,no,no,cellular,nov,tue,108,1,999,0,-0.1,93.2,-42.0,4.153,5195.8
25643,36,management,married,university.degree,no,yes,no,cellular,nov,wed,94,1,999,0,-0.1,93.2,-42.0,4.12,5195.8
4645,55,admin.,married,high.school,no,yes,no,telephone,may,wed,72,1,999,0,1.1,93.994,-36.4,4.858,5191.0
32666,40,blue-collar,married,basic.4y,no,no,no,cellular,may,mon,15,7,999,0,-1.8,92.893,-46.2,1.299,5099.1
13598,31,student,married,high.school,no,no,no,cellular,jul,thu,149,1,999,0,1.4,93.918,-42.7,4.963,5228.1
4574,43,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,103,3,999,0,1.1,93.994,-36.4,4.856,5191.0
27812,88,retired,divorced,basic.4y,no,yes,no,cellular,mar,wed,85,1,999,0,-1.8,92.843,-50.0,1.663,5099.1
10399,30,technician,single,university.degree,no,yes,no,telephone,jun,mon,342,1,999,0,1.4,94.465,-41.8,4.96,5228.1
20404,35,services,married,high.school,no,no,no,cellular,aug,tue,63,1,999,0,1.4,93.444,-36.1,4.966,5228.1
3039,41,admin.,married,high.school,no,no,no,telephone,may,wed,254,2,999,0,1.1,93.994,-36.4,4.859,5191.0
26727,32,services,married,high.school,no,no,no,telephone,nov,thu,35,1,999,0,-0.1,93.2,-42.0,4.076,5195.8
9074,29,services,single,high.school,no,no,no,telephone,jun,thu,240,3,999,0,1.4,94.465,-41.8,4.866,5228.1
31882,27,admin.,married,high.school,no,no,no,cellular,may,thu,643,1,999,0,-1.8,92.893,-46.2,1.327,5099.1
